year,month,state,utilityNumber,utilityName,dataStatus,residentialCapacityPhotovoltaic,commercialCapacityPhotovoltaic,industrialCapacityPhotovoltaic,transportationCapacityPhotovoltaic,totalCapacityPhotovoltaic,residentialCustomerPhotovoltaic,commercialCustomerPhotovoltaic,industrialCustomerPhotovoltaic,transportationCustomerPhotovoltaic,totalCustomerPhotovoltaic,residentialSoldBackPhotovoltaic,commercialSoldBackPhotovoltaic,industrialSoldBackPhotovoltaic,transportationSoldBackPhotovoltaic,totalSoldBackPhotovoltaic,residentialCapacityWind,commercialCapacityWind,industrialCapacityWind,transportationCapacityWind,totalCapacityWind,residentialCustomerWind,commercialCustomerWind,industrialCustomerWind,transportationCustomerWind,totalCustomerWind,residentialSoldBackWind,commercialSoldBackWind,industrialSoldBackWind,transportationSoldBackWind,totalSoldBackWind,residentialCapacityOther,commercialCapacityOther,industrialCapacityOther,transportationCapacityOther,totalCapacityOther,residentialCustomerOther,commercialCustomerOther,industrialCustomerOther,transportationCustomerOther,totalCustomerOther,residentialSoldBackOther,commercialSoldBackOther,industrialSoldBackOther,transportationSoldBackOther,totalSoldBackOther,residentialCapacityAll,commercialCapacityAll,industrialCapacityAll,transportationCapacityAll,totalCapacityAll,residentialCustomerAll,commercialCustomerAll,industrialCustomerAll,transportationCustomerAll,totalCustomerAll,residentialSoldBackAll,commercialSoldBackAll,industrialSoldBackAll,transportationSoldBackAll,totalSoldBackAll
2013,2,CO,56146,Black Hills/Colorado Elec.Util,Final,3.209,5.965,0.1,,9.274,546,183,1,,730,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,3.209,5.965,1.9,0,11.074,546,183,2,0,731,0,0,0,0,0
2013,2,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2013,2,CO,19499,"United Power, Inc",Final,0.542,0.175,0.021,0,0.738,110,8,1,0,119,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,0.564,0.187,0.021,0,0.772,118,10,1,0,129,0,0,0,0,0
2013,2,CO,16603,"San Luis Valley R E C, Inc",Final,0.138,0.079,0.03,,0.247,40,8,2,,50,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.141,0.079,0.03,0,0.25,42,8,2,0,52,0,0,0,0,0
2013,2,CO,15466,Public Service Co of Colorado,Final,61.453,86.382,0.605,,148.44,11830,1817,10,,13657,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,61.453,86.382,0.605,0,148.44,11830,1817,10,0,13657,0,0,0,0,0
2013,3,CO,3989,City of Colorado Springs - (CO),Final,0.973,2.111,,,3.084,223,47,,,270,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.975,2.117,0,0,3.092,224,48,0,0,272,0,0,0,0,0
2013,3,CO,6604,City of Fort Collins - (CO),Final,0.65,0.625,0.18,0,1.455,157,36,1,0,194,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,0.652,0.625,1.38,0,2.657,158,36,3,0,197,0,0,0,0,0
2013,3,CO,9336,Intermountain Rural Elec Assn,Final,0.835,,,,0.835,168,,,,168,,,,,0,0.052,,,,0.052,18,,,,18,,,,,0,,,,,0,,,,,0,,,,,0,0.887,0,0,0,0.887,186,0,0,0,186,0,0,0,0,0
2013,3,CO,56146,Black Hills/Colorado Elec.Util,Final,3.218,6.069,0.1,,9.387,549,185,1,,735,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,3.218,6.069,1.9,0,11.187,549,185,2,0,736,0,0,0,0,0
2013,3,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2013,3,CO,19499,"United Power, Inc",Final,0.542,0.175,0.021,0,0.738,110,8,1,0,119,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,0.564,0.187,0.021,0,0.772,118,10,1,0,129,0,0,0,0,0
2013,3,CO,16603,"San Luis Valley R E C, Inc",Final,0.155,0.079,0.03,,0.264,43,8,2,,53,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.158,0.079,0.03,0,0.267,45,8,2,0,55,0,0,0,0,0
2013,3,CO,15466,Public Service Co of Colorado,Final,63.465,87.401,0.605,,151.471,12161,1838,10,,14009,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,63.465,87.401,0.605,0,151.471,12161,1838,10,0,14009,0,0,0,0,0
2013,3,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.54,0.16,0,0,0.7,108,8,0,0,116,37.372,3.367,0,0,40.739,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.54,0.16,0,0,0.7,108,8,0,0,116,37.372,3.367,0,0,40.739
2013,3,CO,12866,Moon Lake Electric Assn Inc,Final,,0.1,,,0.1,,5,,,5,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0,0,0.1,0,5,0,0,5,0,0,0,0,0
2013,11,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2013,8,CO,56146,Black Hills/Colorado Elec.Util,Final,3.268,6.302,0.1,,9.67,554,188,1,,743,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,3.268,6.302,1.9,0,11.47,554,188,2,0,744,0,0,0,0,0
2013,8,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2013,8,CO,19499,"United Power, Inc",Final,0.642,0.175,0.021,,0.838,124,8,1,,133,,,,,0,0.022,0.012,0,,0.034,8,2,0,,10,,,,,0,,,,,0,,,,,0,,,,,0,0.664,0.187,0.021,0,0.872,132,10,1,0,143,0,0,0,0,0
2013,8,CO,16603,"San Luis Valley R E C, Inc",Final,0.166,0.079,0.03,,0.275,45,8,2,,55,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.169,0.079,0.03,0,0.278,47,8,2,0,57,0,0,0,0,0
2013,8,CO,15466,Public Service Co of Colorado,Final,69.73,89.453,0.605,,159.788,13160,1872,10,,15042,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,69.73,89.453,0.605,0,159.788,13160,1872,10,0,15042,0,0,0,0,0
2013,8,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.575,0.18,0,0,0.755,115,9,0,0,124,45.206,4.04,0,0,49.246,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.575,0.18,0,0,0.755,115,9,0,0,124,45.206,4.04,0,0,49.246
2013,8,CO,12866,Moon Lake Electric Assn Inc,Final,,0.1,,,0.1,,5,,,5,,1.478,,,1.478,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0,0,0.1,0,5,0,0,5,0,1.478,0,0,1.478
2013,8,CO,9336,Intermountain Rural Elec Assn,Final,0.898,,,,0.898,180,,,,180,,,,,0,0.052,,,,0.052,18,,,,18,,,,,0,,,,,0,,,,,0,,,,,0,0.95,0,0,0,0.95,198,0,0,0,198,0,0,0,0,0
2013,8,CO,6604,City of Fort Collins - (CO),Final,0.825,0.64,0.18,0,1.645,192,38,1,0,231,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,0.827,0.64,1.38,0,2.847,193,38,3,0,234,0,0,0,0,0
2013,8,CO,3989,City of Colorado Springs - (CO),Final,1.063,3.613,0,0,4.676,240,47,0,0,287,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1.065,3.619,0,0,4.684,241,48,0,0,289,0,0,0,0,0
2013,9,CO,56146,Black Hills/Colorado Elec.Util,Final,3.268,6.302,0.1,,9.67,554,188,1,,743,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,3.268,6.302,1.9,0,11.47,554,188,2,0,744,0,0,0,0,0
2013,9,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2013,9,CO,19499,"United Power, Inc",Final,0.658,0.175,0.021,0,0.854,126,8,1,0,135,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,0.68,0.187,0.021,0,0.888,134,10,1,0,145,0,0,0,0,0
2013,9,CO,16603,"San Luis Valley R E C, Inc",Final,0.166,0.079,0.03,,0.275,45,8,2,,55,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.169,0.079,0.03,0,0.278,47,8,2,0,57,0,0,0,0,0
2013,9,CO,15466,Public Service Co of Colorado,Final,71.501,90.84,0.605,,162.946,13471,1888,10,,15369,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,71.501,90.84,0.605,0,162.946,13471,1888,10,0,15369,0,0,0,0,0
2013,9,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.59,0.18,0,0,0.77,118,9,0,0,127,41.168,3.343,0,0,44.511,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.59,0.18,0,0,0.77,118,9,0,0,127,41.168,3.343,0,0,44.511
2013,9,CO,12866,Moon Lake Electric Assn Inc,Final,,0.1,0,,0.1,,5,0,,5,0,1.185,0,,1.185,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0,0,0.1,0,5,0,0,5,0,1.185,0,0,1.185
2013,9,CO,9336,Intermountain Rural Elec Assn,Final,0.925,,,,0.925,185,,,,185,,,,,0,0.052,,,,0.052,18,,,,18,,,,,0,,,,,0,,,,,0,,,,,0,0.977,0,0,0,0.977,203,0,0,0,203,0,0,0,0,0
2013,9,CO,6604,City of Fort Collins - (CO),Final,0.825,0.64,0.18,0,1.645,192,38,1,0,231,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,0.827,0.64,1.38,0,2.847,193,38,3,0,234,0,0,0,0,0
2013,9,CO,3989,City of Colorado Springs - (CO),Final,1.102,3.717,0,0,4.819,250,52,0,0,302,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,1.104,3.723,0,0,4.827,251,53,0,0,304,0,0,0,0,0
2013,6,CO,56146,Black Hills/Colorado Elec.Util,Final,3.241,6.272,0.1,,9.613,552,187,1,,740,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,3.241,6.272,1.9,0,11.413,552,187,2,0,741,0,0,0,0,0
2013,6,CO,19499,"United Power, Inc",Final,0.565,0.175,0.021,,0.761,115,8,1,,124,,,,,0,0.022,0.012,0,,0.034,8,2,0,,10,,,,,0,,,,,0,,,,,0,,,,,0,0.587,0.187,0.021,0,0.795,123,10,1,0,134,0,0,0,0,0
2013,6,CO,16603,"San Luis Valley R E C, Inc",Final,0.161,0.079,0.03,,0.27,44,8,2,,54,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.164,0.079,0.03,0,0.273,46,8,2,0,56,0,0,0,0,0
2013,6,CO,15466,Public Service Co of Colorado,Final,66.817,88.938,0.605,,156.36,12716,1865,10,,14591,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,66.817,88.938,0.605,0,156.36,12716,1865,10,0,14591,0,0,0,0,0
2013,6,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.565,0.18,0,0,0.745,113,9,0,0,122,56.931,6.827,0,0,63.758,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.565,0.18,0,0,0.745,113,9,0,0,122,56.931,6.827,0,0,63.758
2013,6,CO,12866,Moon Lake Electric Assn Inc,Final,,0.1,,,0.1,,5,,,5,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0,0,0.1,0,5,0,0,5,0,0,0,0,0
2013,6,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2013,6,CO,9336,Intermountain Rural Elec Assn,Final,0.874,,,,0.874,174,,,,174,,,,,0,0.052,,,,0.052,18,,,,18,,,,,0,,,,,0,,,,,0,,,,,0,0.926,0,0,0,0.926,192,0,0,0,192,0,0,0,0,0
2013,6,CO,6604,City of Fort Collins - (CO),Final,0.783,0.64,0.18,0,1.603,185,38,1,0,224,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,0.785,0.64,1.38,0,2.805,186,38,3,0,227,0,0,0,0,0
2013,6,CO,3989,City of Colorado Springs - (CO),Final,1.006,3.613,0,0,4.619,227,47,0,0,274,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,1.008,3.619,0,0,4.627,228,48,0,0,276,0,0,0,0,0
2013,7,CO,16603,"San Luis Valley R E C, Inc",Final,0.161,0.079,0.03,,0.27,44,8,2,,54,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.164,0.079,0.03,0,0.273,46,8,2,0,56,0,0,0,0,0
2013,7,CO,15466,Public Service Co of Colorado,Final,67.906,89.372,0.605,,157.883,12870,1869,10,,14749,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,67.906,89.372,0.605,0,157.883,12870,1869,10,0,14749,0,0,0,0,0
2013,7,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.575,0.18,0,0,0.755,115,9,0,0,124,55.529,5.565,0,0,61.094,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.575,0.18,0,0,0.755,115,9,0,0,124,55.529,5.565,0,0,61.094
2013,7,CO,12866,Moon Lake Electric Assn Inc,Final,,0.1,,,0.1,,5,,,5,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0,0,0.1,0,5,0,0,5,0,0,0,0,0
2013,7,CO,9336,Intermountain Rural Elec Assn,Final,0.894,,,,0.894,177,,,,177,,,,,0,0.052,,,,0.052,18,,,,18,,,,,0,,,,,0,,,,,0,,,,,0,0.946,0,0,0,0.946,195,0,0,0,195,0,0,0,0,0
2013,7,CO,6604,City of Fort Collins - (CO),Final,0.793,0.64,0.18,0,1.613,189,38,1,0,228,0,0,0,0,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,0,0,1.2,,1.2,0,0,2,0,2,0,0,0,0,0,0.795,0.64,1.38,0,2.815,190,38,3,0,231,0,0,0,0,0
2013,7,CO,3989,City of Colorado Springs - (CO),Final,1.047,3.613,0,0,4.66,236,47,0,0,283,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,1.049,3.619,0,0,4.668,237,48,0,0,285,0,0,0,0,0
2013,7,CO,19499,"United Power, Inc",Final,0.583,0.175,0.021,0,0.779,118,8,1,0,127,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,0.605,0.187,0.021,0,0.813,126,10,1,0,137,0,0,0,0,0
2013,7,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2013,7,CO,56146,Black Hills/Colorado Elec.Util,Final,3.255,6.302,0.1,,9.657,553,188,1,,742,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,3.255,6.302,1.9,0,11.457,553,188,2,0,743,0,0,0,0,0
2014,5,CO,99999,State Adjustment,Final,11.009,2.291,0.306,,13.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,CO,56146,Black Hills/Colorado Elec.Util,Final,3.268,5.911,0.1,0,9.279,589,183,1,0,773,,,,,0,0,0,1.8,0,1.8,0,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,3.268,5.911,1.9,0,11.079,589,183,2,0,774,0,0,0,0,0
2014,5,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2014,5,CO,19499,"United Power, Inc",Final,0.855,0.189,0.021,0,1.065,159,9,1,0,169,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0.877,0.201,0.021,0,1.099,167,11,1,0,179,0,0,0,0,0
2014,5,CO,16603,"San Luis Valley R E C, Inc",Final,0.175,0.079,0.03,,0.284,47,8,2,,57,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.178,0.079,0.03,0,0.287,49,8,2,0,59,0,0,0,0,0
2014,5,CO,15466,Public Service Co of Colorado,Final,91.276,100.406,0.605,,192.287,16791,2005,10,,18806,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,91.276,100.406,0.605,0,192.287,16791,2005,10,0,18806,0,0,0,0,0
2014,5,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.65,0.18,0,0,0.83,130,9,0,0,139,65.881,6.154,0,0,72.035,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.65,0.18,0,0,0.83,130,9,0,0,139,65.881,6.154,0,0,72.035
2014,5,CO,12866,Moon Lake Electric Assn Inc,Final,0,0.1,0,0,0.1,0,5,0,0,5,,1.217,0,0,1.217,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0,0,0.1,0,5,0,0,5,0,1.217,0,0,1.217
2014,5,CO,9336,Intermountain Rural Elec Assn,Final,1.216,0.056,0,0,1.272,236,4,0,0,240,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,1.262,0.056,0,0,1.318,253,4,0,0,257,0,0,0,0,0
2014,5,CO,6604,City of Fort Collins - (CO),Final,1.315,0.77,0.18,0,2.265,272,43,1,0,316,0,49,0,0,49,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,1.317,0.77,1.38,0,3.467,273,43,3,0,319,0,49,0,0,49
2014,5,CO,3989,City of Colorado Springs - (CO),Final,1.247,3.892,0,0,5.139,278,57,0,0,335,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,1.249,3.898,0,0,5.147,279,58,0,0,337,0,0,0,0,0
2014,4,CO,99999,State Adjustment,Final,10.796,2.286,0.298,,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,4,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2014,4,CO,56146,Black Hills/Colorado Elec.Util,Final,3.268,5.911,0.1,0,9.279,558,183,1,0,742,,,,,0,0,0,1.8,0,1.8,0,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,3.268,5.911,1.9,0,11.079,558,183,2,0,743,0,0,0,0,0
2014,4,CO,19499,"United Power, Inc",Final,0.835,0.189,0.021,0,1.045,156,9,1,0,166,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,0.857,0.201,0.021,0,1.079,164,11,1,0,176,0,0,0,0,0
2014,4,CO,16603,"San Luis Valley R E C, Inc",Final,0.175,0.079,0.03,,0.284,47,8,2,,57,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.178,0.079,0.03,0,0.287,49,8,2,0,59,0,0,0,0,0
2014,4,CO,15466,Public Service Co of Colorado,Final,90.642,100.406,0.605,,191.653,16695,2005,10,,18710,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,90.642,100.406,0.605,0,191.653,16695,2005,10,0,18710,0,0,0,0,0
2014,4,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.645,0.18,0,0,0.825,129,9,0,0,138,61.308,4.903,0,0,66.211,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.645,0.18,0,0,0.825,129,9,0,0,138,61.308,4.903,0,0,66.211
2014,4,CO,12866,Moon Lake Electric Assn Inc,Final,0,0.1,0,0,0.1,0,5,0,0,5,0,1.168,0,0,1.168,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0,0,0.1,0,5,0,0,5,0,1.168,0,0,1.168
2014,4,CO,9336,Intermountain Rural Elec Assn,Final,1.143,0.056,,,1.199,223,4,,,227,,,,,0,0.046,,,,0.046,17,,,,17,,,,,0,,,,,0,,,,,0,,,,,0,1.189,0.056,0,0,1.245,240,4,0,0,244,0,0,0,0,0
2014,4,CO,6604,City of Fort Collins - (CO),Final,1.254,0.773,0.18,0,2.207,260,43,1,0,304,0,34.7,0,0,34.7,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,1.256,0.773,1.38,0,3.409,261,43,3,0,307,0,34.7,0,0,34.7
2014,4,CO,3989,City of Colorado Springs - (CO),Final,1.189,3.892,0,0,5.081,266,57,0,0,323,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,1.191,3.898,0,0,5.089,267,58,0,0,325,0,0,0,0,0
2014,6,CO,15466,Public Service Co of Colorado,Final,94.223,100.665,0.605,,195.493,17297,2015,10,,19322,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,94.223,100.665,0.605,0,195.493,17297,2015,10,0,19322,0,0,0,0,0
2014,6,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.66,0.18,0,0,0.84,132,9,0,0,141,64.246,5.74,0,0,69.986,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.66,0.18,0,0,0.84,132,9,0,0,141,64.246,5.74,0,0,69.986
2014,6,CO,12866,Moon Lake Electric Assn Inc,Final,0,0.1,0,0,0.1,0,5,0,0,5,,1.757,0,0,1.757,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0,0,0.1,0,5,0,0,5,0,1.757,0,0,1.757
2014,6,CO,9336,Intermountain Rural Elec Assn,Final,1.273,0.056,0,0,1.329,245,4,0,0,249,,,,,0,0.046,,,,0.046,17,,,,17,,,,,0,,,,,0,,,,,0,,,,,0,1.319,0.056,0,0,1.375,262,4,0,0,266,0,0,0,0,0
2014,6,CO,6604,City of Fort Collins - (CO),Final,1.329,0.853,0.18,0,2.362,274,45,1,0,320,0,29.798,0,0,29.798,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,1.331,0.853,1.38,0,3.564,275,45,3,0,323,0,29.798,0,0,29.798
2014,6,CO,3989,City of Colorado Springs - (CO),Final,1.286,3.892,0,0,5.178,288,57,0,0,345,,,,,0,0.002,0.006,0,0,0.008,1,1,0,0,2,,,,,0,,,,,0,,,,,0,,,,,0,1.288,3.898,0,0,5.186,289,58,0,0,347,0,0,0,0,0
2014,6,CO,16603,"San Luis Valley R E C, Inc",Final,0.175,0.082,0.03,,0.287,47,9,2,,58,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.178,0.082,0.03,0,0.29,49,9,2,0,60,0,0,0,0,0
2014,6,CO,19499,"United Power, Inc",Final,0.894,0.189,0.021,0,1.104,164,9,1,0,174,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0.916,0.201,0.021,0,1.138,172,11,1,0,184,0,0,0,0,0
2014,6,CO,99999,State Adjustment,Final,11.228,2.313,0.305,,13.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,CO,56146,Black Hills/Colorado Elec.Util,Final,3.327,5.911,0.1,,9.338,565,183,1,,749,,,,,0,0,0,1.8,,1.8,0,0,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,3.327,5.911,1.9,0,11.138,565,183,2,0,750,0,0,0,0,0
2014,6,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.002,,,,0.002,1,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,0.002,0,0,0,0.002,1,0,0,0,1,0,0,0,0,0
2014,2,CO,19499,"United Power, Inc",Final,0.791,0.175,0.021,0,0.987,147,8,1,0,156,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,0.813,0.187,0.021,0,1.021,155,10,1,0,166,0,0,0,0,0
2014,2,CO,16603,"San Luis Valley R E C, Inc",Final,0.17,0.079,0.03,,0.279,46,8,2,,56,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.173,0.079,0.03,0,0.282,48,8,2,0,58,0,0,0,0,0
2014,2,CO,15466,Public Service Co of Colorado,Final,83.776,96.617,0.605,,180.998,15486,1972,10,,17468,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,83.776,96.617,0.605,0,180.998,15486,1972,10,0,17468,0,0,0,0,0
2014,2,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.625,0.2,0,0,0.825,125,10,0,0,135,31.364,1.841,0,0,33.205,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.625,0.2,0,0,0.825,125,10,0,0,135,31.364,1.841,0,0,33.205
2014,2,CO,12866,Moon Lake Electric Assn Inc,Final,,0.1,,,0.1,,5,,,5,,0.316,,,0.316,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0.1,0,0,0.1,0,5,0,0,5,0,0.316,0,0,0.316
